nombre,nom_agl,departamen,provincia
El Ceibal,San Antonio,San Antonio,Jujuy
Los Alisos,San Antonio,San Antonio,Jujuy
Loteo Navea,San Antonio,San Antonio,Jujuy
Nuestra Señora del Rosario,San Antonio,San Antonio,Jujuy
La Manga,Arrayanal,San Pedro,Jujuy
Parapetí,La Esperanza,San Pedro,Jujuy
El Acheral,San Pedro de Jujuy,San Pedro,Jujuy
Arrayanal,Arrayanal,San Pedro,Jujuy
Arroyo Colorado,San Pedro de Jujuy,San Pedro,Jujuy
Don Emilio,Rosario de Río Grande,San Pedro,Jujuy
El Puesto,La Esperanza,San Pedro,Jujuy
El Quemado,Arrayanal,San Pedro,Jujuy
La Esperanza,La Esperanza,San Pedro,Jujuy
La Mendieta,La Mendieta,San Pedro,Jujuy
Miraflores,La Esperanza,San Pedro,Jujuy
Palos Blancos,Rosario de Río Grande,San Pedro,Jujuy
Piedritas,Rosario de Río Grande,San Pedro,Jujuy
Rodeito,Rodeito,San Pedro,Jujuy
Rosario de Río Grande (ex Barro Negro),Rosario de Río Grande,San Pedro,Jujuy
San Antonio,La Esperanza,San Pedro,Jujuy
San Lucas,Rodeito,San Pedro,Jujuy
San Pedro,San Pedro de Jujuy,San Pedro,Jujuy
Sauzal,La Mendieta,San Pedro,Jujuy
El Fuerte,El Fuerte,Santa Bárbara,Jujuy
El Piquete,El Piquete,Santa Bárbara,Jujuy
El Talar,El Talar,Santa Bárbara,Jujuy
Palma Sola,Susques,Santa Bárbara,Jujuy
Puente Lavayén,Santa Clara,Santa Bárbara,Jujuy
Santa Clara,Santa Clara,Santa Bárbara,Jujuy
Vinalito,Vinalito,Santa Bárbara,Jujuy
Cieneguillas,Cieneguillas,Santa Catalina,Jujuy
Misarrumi,Cusi Cusi,Santa Catalina,Jujuy
Casira,Cieneguillas,Santa Catalina,Jujuy
Ciénega de Paicone,Cusi Cusi,Santa Catalina,Jujuy
Cusi Cusi,Cusi Cusi,Santa Catalina,Jujuy
El Angosto,Santa Catalina,Santa Catalina,Jujuy
La Ciénega,Santa Catalina,Santa Catalina,Jujuy
Oratorio,Santa Catalina,Santa Catalina,Jujuy
Paicone,Cusi Cusi,Santa Catalina,Jujuy
San Juan de Oros,Cusi Cusi,Santa Catalina,Jujuy
Santa Catalina,Santa Catalina,Santa Catalina,Jujuy
Yoscaba,Cieneguillas,Santa Catalina,Jujuy
Olaroz Chico,Catua,Susques,Jujuy
Susques,Susques,Susques,Jujuy
Huáncar,Susques,Susques,Jujuy
Catua,Catua,Susques,Jujuy
Coranzuli,Coranzuli,Susques,Jujuy
El Toro,Coranzuli,Susques,Jujuy
Jama,Susques,Susques,Jujuy
Mina Providencia,Coranzuli,Susques,Jujuy
Olacapato,Susques,Susques,Jujuy
Pastos Chicos,Susques,Susques,Jujuy
Puesto Sey,Susques,Susques,Jujuy
San Juan de Quillaqués,Coranzuli,Susques,Jujuy
Colonia San José,Huacalera,Tilcara,Jujuy
Juella,Tilcara,Tilcara,Jujuy
Huacalera,Huacalera,Tilcara,Jujuy
Maimará,Maimará,Tilcara,Jujuy
Tilcara,Tilcara,Tilcara,Jujuy
Bárcena,Volcán,Tumbaya,Jujuy
El Moreno,Purmamarca,Tumbaya,Jujuy
Puerta de Colorados,Purmamarca,Tumbaya,Jujuy
Purmamarca,Purmamarca,Tumbaya,Jujuy
Tumbaya,Tumbaya,Tumbaya,Jujuy
Volcán,Volcán,Tumbaya,Jujuy
Valle Grande,Valle Grande,Valle Grande,Jujuy
Caspalá,Caspalá,Valle Grande,Jujuy
Pampichuela,Pampichuela,Valle Grande,Jujuy
San Francisco,San Francisco,Valle Grande,Jujuy
Santa Ana,Santa Ana,Valle Grande,Jujuy
Valle Colorado,Valle Grande,Valle Grande,Jujuy
Yavi,Yavi,Yavi,Jujuy
Barrios,Barrios,Yavi,Jujuy
Cangrejillos,Cangrejillos,Yavi,Jujuy
El Cóndor,El Cóndor,Yavi,Jujuy
La Intermedia,Pumahuasi,Yavi,Jujuy
La Quiaca,La Quiaca,Yavi,Jujuy
Llulluchayoc,El Cóndor,Cochinoca,Jujuy
Pumahuasi,Pumahuasi,Yavi,Jujuy
Yavi Chico,Yavi,Yavi,Jujuy
Rolón,Rolón,Atreucó,La Pampa
Doblas,Doblas,Atreucó,La Pampa
Macachín,Macachín,Atreucó,La Pampa
Miguel Riglos,Miguel Riglos,Atreucó,La Pampa
Tomás M. Anchorena,Tomás M. Anchorena,Atreucó,La Pampa
Anzoátegui,La Adela,Caleu Caleu,La Pampa
La Adela,La Adela,Caleu Caleu,La Pampa
Anguil,Anguil,Capital,La Pampa
Santa Rosa,Santa Rosa,Capital,La Pampa
Uriburu,Uriburu,Catriló,La Pampa
Catriló,Catriló,Catriló,La Pampa
La Gloria,Uriburu,Catriló,La Pampa
Lonquimay,Lonquimay,Catriló,La Pampa
Eduardo Castex,Eduardo Castex,Conhelo,La Pampa
Winifreda,Winifreda,Conhelo,La Pampa
Conhelo,Conhelo,Conhelo,La Pampa
Mauricio Mayer,Mauricio Mayer,Conhelo,La Pampa
Monte Nievas,Monte Nievas,Conhelo,La Pampa
Rucanelo,Rucanelo,Conhelo,La Pampa
Gobernador Duval,Gobernador Duval,Curacó,La Pampa
Puelches,Puelches,Curacó,La Pampa
Santa Isabel,Santa Isabel,Chalileo,La Pampa
Ceballos,Ceballos,Chapaleufú,La Pampa
Bernardo Larroude,Bernardo Larroude,Chapaleufú,La Pampa
Coronel Hilario Lagos,Coronel Hilario Lagos,Chapaleufú,La Pampa
Intendente Alvear,Intendente Alvear,Chapaleufú,La Pampa
Sarah,Sarah,Chapaleufú,La Pampa
Vértiz,Vértiz,Chapaleufú,La Pampa
Algarrobo del Águila,Algarrobo del Águila,Chical Co,La Pampa
La Humada,La Humada,Chical Co,La Pampa
Perú,Perú,Guatraché,La Pampa
Alpachiri,Alpachiri,Guatraché,La Pampa
General Manuel J. Campos,General Manuel J. Campos,Guatraché,La Pampa
Guatraché,Guatraché,Guatraché,La Pampa
Santa Teresa,Colonia Santa Teresa,Guatraché,La Pampa
Bernasconi,Bernasconi,Hucal,La Pampa
Abramo,Abramo,Hucal,La Pampa
General San Martín,General San Martín,Hucal,La Pampa
Hucal,Abramo,Hucal,La Pampa
Jacinto Aráuz,Jacinto Aráuz,Hucal,La Pampa
Cuchillo Co,Cuchillo Co,Lihuel Calel,La Pampa
La Reforma,La Reforma,Limay Mahuida,La Pampa
Limay Mahuida,Limay Mahuida,Limay Mahuida,La Pampa
Telén,Telén,Loventué,La Pampa
Carro Quemado,Carro Quemado,Loventué,La Pampa
Loventué,Loventué,Loventué,La Pampa
Luan Toro,Luan Toro,Loventué,La Pampa
Victorica,Victorica,Loventué,La Pampa
Dorila,Dorila,Maracó,La Pampa
Agustoni,Agustoni,Maracó,La Pampa
General Pico,General Pico,Maracó,La Pampa
Speluzzi,Speluzzi,Maracó,La Pampa
Trebolares,General Pico,Maracó,La Pampa
Puelén,Puelén,Puelén,La Pampa
Casa de Piedra,Casa de Piedra,Puelén,La Pampa
25 de Mayo,Colonia 25 de Mayo,Puelén,La Pampa
Miguel Cané,Miguel Cané,Quemú Quemú,La Pampa
Colonia Barón,Colonia Barón,Quemú Quemú,La Pampa
Colonia San José,Colonia Barón,Quemú Quemú,La Pampa
Quemú Quemú,Quemú Quemú,Quemú Quemú,La Pampa
Relmo,Relmo,Quemú Quemú,La Pampa
Villa Mirasol,Villa Mirasol,Quemú Quemú,La Pampa
Quetrequén,Quetrequén,Rancul,La Pampa
Caleufú,Caleufú,Rancul,La Pampa
Ingeniero Foster,La Maruja,Rancul,La Pampa
La Maruja,La Maruja,Rancul,La Pampa
Parera,Parera,Rancul,La Pampa
Pichi Huinca,Pichi Huinca,Rancul,La Pampa
Rancul,Rancul,Rancul,La Pampa
Adolfo Van Praet,Adolfo Van Praet,Realicó,La Pampa
Alta Italia,Alta Italia,Realicó,La Pampa
Damián Maisonave,Maisonave,Realicó,La Pampa
Embajador Martini,Embajador Martini,Realicó,La Pampa
Falucho,Falucho,Realicó,La Pampa
Ingeniero Luiggi,Ingeniero Luiggi,Realicó,La Pampa
Ojeda,Alta Italia,Realicó,La Pampa
Realicó,Realicó,Realicó,La Pampa
Cachirulo,Toay,Toay,La Pampa
Naicó,Ataliva Roca,Toay,La Pampa
Toay,Toay,Toay,La Pampa
Arata,Arata,Trenel,La Pampa
Metileo,Metileo,Trenel,La Pampa
Trenel,Trenel,Trenel,La Pampa
Quehué,Quehué,Utracán,La Pampa
Ataliva Roca,Ataliva Roca,Utracán,La Pampa
Chacharramendi,Chacharramendi,Utracán,La Pampa
Colonia Santa María,Colonia Santa María,Utracán,La Pampa
General Acha,General Acha,Utracán,La Pampa
Unanué,Unanué,Utracán,La Pampa
Estación Mazán,Arauco,Arauco,La Rioja
Aimogasta,Arauco,Arauco,La Rioja
Arauco,Arauco,Arauco,La Rioja
Bañado de los Pantanos,Arauco,Arauco,La Rioja
Termas de Santa Teresita,Arauco,Arauco,La Rioja
Villa Mazán,Arauco,Arauco,La Rioja
La Rioja,Capital,Capital,La Rioja
Aminga,Castro Barros,Castro Barros,La Rioja
Anillaco,Castro Barros,Castro Barros,La Rioja
Anjullón,Castro Barros,Castro Barros,La Rioja
Chuquis,Castro Barros,Castro Barros,La Rioja
Los Molinos,Castro Barros,Castro Barros,La Rioja
Pinchas,Castro Barros,Castro Barros,La Rioja
San Pedro,Castro Barros,Castro Barros,La Rioja
Santa Vera Cruz,Castro Barros,Castro Barros,La Rioja
Guandacol,Coronel Felipe Varela,Coronel Felipe Varela,La Rioja
Pagancillo,Coronel Felipe Varela,Coronel Felipe Varela,La Rioja
Aicuñá,Coronel Felipe Varela,Coronel Felipe Varela,La Rioja
Los Palacios,Coronel Felipe Varela,Coronel Felipe Varela,La Rioja
Villa Unión,Coronel Felipe Varela,Coronel Felipe Varela,La Rioja
Chamical,Chamical,Chamical,La Rioja
Polco,Chamical,Chamical,La Rioja
Colonia Vichigasta,Chilecito,Chilecito,La Rioja
Nonogasta,Chilecito,Chilecito,La Rioja
Chilecito,Chilecito,Chilecito,La Rioja
Colonia Anguinán,Chilecito,Chilecito,La Rioja
Colonia Catinzaco,Chilecito,Chilecito,La Rioja
Colonia Malligasta,Chilecito,Chilecito,La Rioja
Guanchín,Chilecito,Chilecito,La Rioja
Malligasta,Chilecito,Chilecito,La Rioja
Miranda,Chilecito,Chilecito,La Rioja
San Nicolás,Chilecito,Chilecito,La Rioja
Santa Florentina,Chilecito,Chilecito,La Rioja
Sañogasta,Chilecito,Chilecito,La Rioja
Tilimuqui,Chilecito,Chilecito,La Rioja
Vichigasta,Chilecito,Chilecito,La Rioja
Angulos,Famatina,Famatina,La Rioja
Chañarmuyo,Famatina,Famatina,La Rioja
Alto Carrizal,Famatina,Famatina,La Rioja
Antinaco,Famatina,Famatina,La Rioja
Bajo Carrizal,Famatina,Famatina,La Rioja
Campanas,Famatina,Famatina,La Rioja
Famatina,Famatina,Famatina,La Rioja
La Cuadra,Famatina,Famatina,La Rioja
Pituil,Famatina,Famatina,La Rioja
Plaza Vieja,Famatina,Famatina,La Rioja
Santa Cruz,Famatina,Famatina,La Rioja
Santo Domingo,Famatina,Famatina,La Rioja
Punta de los Llanos,General Ángel V. Peñaloza,General  Angel V. Peñaloza,La Rioja
Tama,General Ángel V. Peñaloza,General  Angel V. Peñaloza,La Rioja
Loma Blanca,General Belgrano,General Belgrano,La Rioja
Castro Barros,General Belgrano,General Belgrano,La Rioja
Chañar,General Belgrano,General Belgrano,La Rioja
Olta,General Belgrano,General Belgrano,La Rioja
Portezuelo,General Juan F. Quiroga,General Juan F. Quiroga,La Rioja
Malanzán,General Juan F. Quiroga,General Juan F. Quiroga,La Rioja
Nácate,General Juan F. Quiroga,General Juan F. Quiroga,La Rioja
San Antonio,General Juan F. Quiroga,General Juan F. Quiroga,La Rioja
Villa Castelli,General Lamadrid,General Lamadrid,La Rioja
Milagro,General Ocampo,General Ocampo,La Rioja
Ambil,General Ocampo,General Ocampo,La Rioja
Colonia Ortiz de Ocampo,General Ocampo,General Ocampo,La Rioja
Olpas,General Ocampo,General Ocampo,La Rioja
Santa Rita de Catuna,General Ocampo,General Ocampo,La Rioja
Ulapes,General San Martín,General San Martín,La Rioja
Jagüé,Vinchina,Vinchina,La Rioja
Villa San José de Vinchina,Vinchina,Vinchina,La Rioja
Amaná,Independencia,Independencia,La Rioja
Patquía,Independencia,Independencia,La Rioja
Chepes,Rosario Vera Peñaloza,Rosario Vera Peñaloza,La Rioja
Desiderio Tello,Rosario Vera Peñaloza,Rosario Vera Peñaloza,La Rioja
Salicas - San Blas,San Blas de los Sauces,San Blas de Los Sauces,La Rioja
Villa Sanagasta,Sanagasta,Sanagasta,La Rioja
Mendoza,Capital,Capital,Mendoza
Bowen,General Alvear,General Alvear,Mendoza
Carmensa,General Alvear,General Alvear,Mendoza
General Alvear,General Alvear,General Alvear,Mendoza
Los Compartos,General Alvear,General Alvear,Mendoza
Godoy Cruz,Godoy Cruz,Godoy Cruz,Mendoza
Colonia Segovia,Guaymallén,Guaymallén,Mendoza
Guaymallén,Guaymallén,Guaymallén,Mendoza
La Primavera,Guaymallén,Guaymallén,Mendoza
Los Corralitos,Guaymallén,Guaymallén,Mendoza
Puente de Hierro,Guaymallén,Guaymallén,Mendoza
Ingeniero Giagnoni,Junín,Junín,Mendoza
Junín,Junín,Junín,Mendoza
La Colonia,Junín,San Martín,Mendoza
Medrano,Junín,Junín,Mendoza
Phillips,Junín,Junín,Mendoza
Rodríguez Peña,Junín,Junín,Mendoza
Los Barriales,Junín,Junín,Mendoza
Desaguadero,La Paz,La Paz,Mendoza
Villa Antigua,La Paz,La Paz,Mendoza
La Paz,La Paz,La Paz,Mendoza
Blanco Encalada,Las Heras,Las Heras,Mendoza
Las Cuevas,Las Heras,Cuyo,Mendoza
Las Heras,Las Heras,Las Heras,Mendoza
Los Penitentes,Las Heras,Las Heras,Mendoza
Polvaredas,Las Heras,Las Heras,Mendoza
Punta de Vacas,Las Heras,Las Heras,Mendoza
Uspallata,Las Heras,Las Heras,Mendoza
Puente del Inca,Las Heras,Las Heras,Mendoza
Jocolí,Las Heras,Lavalle,Mendoza
Barrio Alto del Olvido,Lavalle,Lavalle,Mendoza
Barrio Jocolí II,Lavalle,Las Heras,Mendoza
Barrio La Palmera,Lavalle,Lavalle,Mendoza
Barrio La Pega,Lavalle,Lavalle,Mendoza
Barrio Los Jarilleros,Lavalle,Lavalle,Mendoza
Barrio Los Olivos,Lavalle,Lavalle,Mendoza
Barrio Virgen del Rosario,Lavalle,Lavalle,Mendoza
El Paramillo,Lavalle,Lavalle,Mendoza
El Vergel,Lavalle,Lavalle,Mendoza
Ingeniero Gustavo André,Lavalle,Lavalle,Mendoza
Jocolí Viejo,Lavalle,Las Heras,Mendoza
Las Violetas,Lavalle,Lavalle,Mendoza
3 de Mayo,Lavalle,Lavalle,Mendoza
Villa Tulumaya,Lavalle,Lavalle,Mendoza
Costa de Araujo,Lavalle,Lavalle,Mendoza
Jocolí,Lavalle,Lavalle,Mendoza
Barrio Lagunas de Bartoluzzi,Lavalle,Lavalle,Mendoza
Agrelo,Luján de Cuyo,Cuyo,Mendoza
Barrio Perdriel IV,Luján de Cuyo,Cuyo,Mendoza
Cacheuta,Luján de Cuyo,Las Heras,Mendoza
Costa Flores,Luján de Cuyo,Cuyo,Mendoza
El Carrizal,Luján de Cuyo,Cuyo,Mendoza
El Salto,Luján de Cuyo,Cuyo,Mendoza
Las Vegas,Luján de Cuyo,Cuyo,Mendoza
Luján de Cuyo,Luján de Cuyo,Cuyo,Mendoza
Perdriel,Luján de Cuyo,Cuyo,Mendoza
Potrerillos,Luján de Cuyo,Cuyo,Mendoza
Ugarteche,Luján de Cuyo,Cuyo,Mendoza
Las Compuertas,Luján de Cuyo,Las Heras,Mendoza
Barrancas,Maipú,Maipú,Mendoza
Barrio Jesús de Nazaret,Maipú,Maipú,Mendoza
El Pedregal,Maipú,Maipú,Mendoza
Fray Luis Beltrán,Maipú,Maipú,Mendoza
Maipú,Maipú,Maipú,Mendoza
Rodeo del Medio,Maipú,Maipú,Mendoza
Russell,Maipú,Maipú,Mendoza
San Roque,Maipú,Maipú,Mendoza
Villa Teresa,Maipú,Maipú,Mendoza
Cruz de Piedra,Maipú,Maipú,Mendoza
Agua Escondida,Malargüe,Malargüe,Mendoza
Malargüe,Malargüe,Malargüe,Mendoza
Las Leñas,Malargüe,Malargüe,Mendoza
Andrade,Rivadavia,Rivadavia,Mendoza
Barrio Cooperativa Los Campamentos,Rivadavia,Rivadavia,Mendoza
Barrio Rivadavia,Rivadavia,Rivadavia,Mendoza
El Mirador,Rivadavia,Rivadavia,Mendoza
La Esperanza,Rivadavia,Rivadavia,Mendoza
La Florida,Rivadavia,Rivadavia,Mendoza
La Libertad,Rivadavia,Rivadavia,Mendoza
Los Árboles,Rivadavia,Rivadavia,Mendoza
Los Campamentos,Rivadavia,Rivadavia,Mendoza
Mundo Nuevo,Rivadavia,Junín,Mendoza
Reducción de Abajo,Rivadavia,Rivadavia,Mendoza
Rivadavia,Rivadavia,Rivadavia,Mendoza
Santa María de Oro,Rivadavia,Rivadavia,Mendoza
Medrano,Rivadavia,Rivadavia,Mendoza
La Central,Rivadavia,Rivadavia,Mendoza
Barrio Carrasco,San Carlos,San Carlos,Mendoza
Barrio El Cepillo,San Carlos,San Carlos,Mendoza
Eugenio Bustos,San Carlos,San Carlos,Mendoza
La Consulta,San Carlos,San Carlos,Mendoza
Pareditas,San Carlos,San Carlos,Mendoza
Chilecito,San Carlos,San Carlos,Mendoza
San Carlos,San Carlos,San Carlos,Mendoza
Alto Verde,San Martín,Junín,Mendoza
Barrio Chivilcoy,San Martín,San Martín,Mendoza
Barrio La Estación,San Martín,Junín,Mendoza
Barrio Los Charabones,San Martín,San Martín,Mendoza
Barrio Ntra. Sra. De Fátima,San Martín,San Martín,Mendoza
Chivilcoy,San Martín,San Martín,Mendoza
El Espino,San Martín,San Martín,Mendoza
El Ramblón,San Martín,San Martín,Mendoza
Nueva California,San Martín,San Martín,Mendoza
San Martín,San Martín,San Martín,Mendoza
Tres Porteñas,San Martín,San Martín,Mendoza
Chapanay,San Martín,San Martín,Mendoza
Montecaseros,San Martín,San Martín,Mendoza
Barrio Emanuel,San Martín,San Martín,Mendoza
Barrio Campos El Toledano,San Rafael,San Rafael,Mendoza
Barrio El Nevado,San Rafael,San Rafael,Mendoza
Barrio Empleados de Comercio,San Rafael,San Rafael,Mendoza
Barrio Intendencia,San Rafael,San Rafael,Mendoza
Capitán Montoya,San Rafael,San Rafael,Mendoza
El Nihuil,San Rafael,San Rafael,Mendoza
El Sosneado,San Rafael,San Rafael,Mendoza
El Tropezón,San Rafael,San Rafael,Mendoza
Jaime Prats,San Rafael,San Rafael,Mendoza
La Llave Nueva,San Rafael,San Rafael,Mendoza
Las Malvinas,San Rafael,San Rafael,Mendoza
Monte Comán,San Rafael,San Rafael,Mendoza
Pobre Diablo,San Rafael,San Rafael,Mendoza
Punta del Agua,San Rafael,San Rafael,Mendoza
Rama Caída,San Rafael,San Rafael,Mendoza
Real del Padre,San Rafael,San Rafael,Mendoza
Salto de las Rosas,San Rafael,San Rafael,Mendoza
San Rafael,San Rafael,San Rafael,Mendoza
25 de Mayo,San Rafael,San Rafael,Mendoza
Villa Atuel,San Rafael,San Rafael,Mendoza
Villa Atuel Norte,San Rafael,San Rafael,Mendoza
Goudge,San Rafael,San Rafael,Mendoza
Los Reyunos,San Rafael,San Rafael,Mendoza
Cuadro Benegas,San Rafael,San Rafael,Mendoza
Barrio María Auxiliadora,Santa Rosa,Santa Rosa,Mendoza
Barrio Molina Cabrera,Santa Rosa,Santa Rosa,Mendoza
La Dormida,Santa Rosa,Santa Rosa,Mendoza
Las Catitas,Santa Rosa,Santa Rosa,Mendoza
Santa Rosa,Santa Rosa,Santa Rosa,Mendoza
Barrio 12 de Octubre,Santa Rosa,Santa Rosa,Mendoza
Barrio San Cayetano,Tunuyán,Tunuyán,Mendoza
Campo Los Andes,Tunuyán,Tunuyán,Mendoza
Colonia Las Rosas,Tunuyán,Tunuyán,Mendoza
El Manzano,Tunuyán,Tunuyán,Mendoza
Tunuyán,Tunuyán,Tunuyán,Mendoza
Vista Flores,Tunuyán,Tunuyán,Mendoza
Los Sauces,Tunuyán,Tunuyán,Mendoza
Barrio Belgrano Norte,Tupungato,Tupungato,Mendoza
Cordón del Plata,Tupungato,Tupungato,Mendoza
El Zampal,Tupungato,Tupungato,Mendoza
La Arboleda,Tupungato,Tupungato,Mendoza
San José,Tupungato,Tupungato,Mendoza
El Peral,Tupungato,Tupungato,Mendoza
Tupungato,Tupungato,Tupungato,Mendoza
Azara,Azara,Apóstoles,Misiones
Barrio Rural,Apóstoles,Apóstoles,Misiones
Estación Apóstoles,Apóstoles,Apóstoles,Misiones
Pindapoy,San José,Apóstoles,Misiones
Rincón de Azara,Azara,Apóstoles,Misiones
San José,San José,Apóstoles,Misiones
Tres Capones,Tres Capones,Apóstoles,Misiones
Apóstoles,Apóstoles,Apóstoles,Misiones
Aristóbulo del Valle,Aristóbulo del Valle,Cainguás,Misiones
Campo Grande,Campo Grande,Cainguás,Misiones
Dos de Mayo Nucleo III (Bñ Bernardino Rivadavia),Dos de Mayo,Cainguás,Misiones
1° de Mayo,Campo Grande,Cainguás,Misiones
Pueblo Illia,Dos de Mayo,Cainguás,Misiones
Salto Encantado,Aristóbulo del Valle,Cainguás,Misiones
Kilómetro 17,Campo Grande,Cainguás,Misiones
Dos de Mayo,Dos de Mayo,Cainguás,Misiones
Bonpland,Bonpland,Candelaria,Misiones
Candelaria,Candelaria,Candelaria,Misiones
Cerro Corá,Cerro Corá,Candelaria,Misiones
Mártires,Mártires,Candelaria,Misiones
Profundidad,Profundidad,Candelaria,Misiones
Puerto Santa Ana,Santa Ana,Candelaria,Misiones
Loreto,Loreto,Candelaria,Misiones
Santa Ana,Santa Ana,Candelaria,Misiones
Barrio del Lago,Candelaria,Candelaria,Misiones
Barrio Nuevo Garupa,Garupá,Capital,Misiones
Garupá,Garupá,Capital,Misiones
Nemesio Parma,Posadas,Capital,Misiones
Posadas (Extensión),Garupá,Capital,Misiones
Posadas,Posadas,Capital,Misiones
Barra Concepción,Concepción de la Sierra,Concepción,Misiones
Concepción de la Sierra,Concepción de la Sierra,Concepción,Misiones
La Corita,Santa María,Concepción,Misiones
Santa María,Santa María,Concepción,Misiones
Colonia Victoria,Colonia Victoria,Eldorado,Misiones
María Magdalena,Colonia Delicia,Eldorado,Misiones
Nueva Delicia,Colonia Delicia,Eldorado,Misiones
9 de Julio Kilómetro 28,9 de Julio,Eldorado,Misiones
9 de Julio Kilómetro 20,9 de Julio,Eldorado,Misiones
Pueblo Nuevo,Colonia Delicia,Eldorado,Misiones
Puerto Mado,Colonia Delicia,Eldorado,Misiones
Puerto Pinares,Eldorado,Eldorado,Misiones
Valle Hermoso,9 de Julio,Eldorado,Misiones
Villa Roulet,Eldorado,Eldorado,Misiones
Santiago de Liniers,Santiago de Liniers,Eldorado,Misiones
Eldorado,Eldorado,Eldorado,Misiones
Comandante Andresito,Andresito,General Manuel Belgrano,Misiones
Caburei,Andresito,General Manuel Belgrano,Misiones
Dos Hermanas,Bernardo de Irigoyen,General Manuel Belgrano,Misiones
Integración,Andresito,General Manuel Belgrano,Misiones
Puerto Andresito,Andresito,General Manuel Belgrano,Misiones
Puerto Deseado,Andresito,General Manuel Belgrano,Misiones
San Antonio,San Antonio,General Manuel Belgrano,Misiones
Piñalito Norte,San Antonio,General Manuel Belgrano,Misiones
Bernardo de Irigoyen,Bernardo de Irigoyen,General Manuel Belgrano,Misiones
El Soberbio,El Soberbio,Guaraní,Misiones
Fracrán,San Vicente,Guaraní,Misiones
San Vicente,San Vicente,Guaraní,Misiones
Puerto Libertad,Puerto Libertad,Iguazú,Misiones
Puerto Iguazú,Puerto Iguazú,Iguazú,Misiones
Villa Cooperativa,Puerto Libertad,Iguazú,Misiones
Puerto Esperanza,Puerto Esperanza,Iguazú,Misiones
Colonia Wanda,Wanda,Iguazú,Misiones
Almafuerte,Almafuerte,Leandro N. Alem,Misiones
Caá - Yarí,Caá - Yarí,Leandro N. Alem,Misiones
Cerro Azul,Cerro Azul,Leandro N. Alem,Misiones
Dos Arroyos,Dos Arroyos,Leandro N. Alem,Misiones
Gobernador López,Gobernador López,Leandro N. Alem,Misiones
Leandro N. Alem,Leandro N. Alem,Leandro N. Alem,Misiones
Olegario V. Andrade,Olegario Víctor Andrade,Leandro N. Alem,Misiones
Villa Libertad,Leandro N. Alem,Leandro N. Alem,Misiones
Villa Libertad,Caá - Yarí,Leandro N. Alem,Misiones
Arroyo del Medio,Arroyo del Medio,Leandro N. Alem,Misiones
Capioví,Capioví,Libertador General San Martín,Misiones
El Alcázar,El Alcázar,Libertador General San Martín,Misiones
Garuhapé,Garuhapé,Libertador General San Martín,Misiones
Mbopicuá,Puerto Rico,Libertador General San Martín,Misiones
Puerto Rico,Puerto Rico,Libertador General San Martín,Misiones
Ruiz de Montoya,Ruiz de Montoya,Libertador General San Martín,Misiones
San Alberto,Puerto Rico,Libertador General San Martín,Misiones
San Miguel,Garuhapé,Libertador General San Martín,Misiones
Villa Akerman,Capioví,Libertador General San Martín,Misiones
Villa Urrutia,El Alcázar,Libertador General San Martín,Misiones
Puerto Leoni,Puerto Leoni,Libertador General San Martín,Misiones
San Gotardo,Capioví,Libertador General San Martín,Misiones
Capioviciño,Capioví,Libertador General San Martín,Misiones
Barrio Cuatro Bocas,Montecarlo,Montecarlo,Misiones
Barrio Guatambu,Montecarlo,Montecarlo,Misiones
Bario Ita,Montecarlo,Montecarlo,Misiones
Laharrague,Montecarlo,Montecarlo,Misiones
Montecarlo,Montecarlo,Montecarlo,Misiones
Piray Kilómetro 18,Puerto Piray,Montecarlo,Misiones
Tarumá,Caraguatay,Montecarlo,Misiones
Villa Parodi,Montecarlo,Montecarlo,Misiones
Puerto Piray,Puerto Piray,Montecarlo,Misiones
Caraguatay,Caraguatay,Montecarlo,Misiones
Colonia Alberdi,Colonia Alberdi,Oberá,Misiones
Barrio Escuela 633,Campo Ramón,Oberá,Misiones
Campo Ramón,Campo Ramón,Oberá,Misiones
Campo Viera,Campo Viera,Oberá,Misiones
General Alvear,General Alvear,Oberá,Misiones
Guaraní,Guaraní,Oberá,Misiones
Los Helechos,Los Helechos,Oberá,Misiones
Oberá,Oberá,Oberá,Misiones
Panambí,Panambí,Oberá,Misiones
Panambí Kilómetro 8,Panambí,Oberá,Misiones
Panambi Kilómetro 15,Panambí,Oberá,Misiones
Villa Bonita,Campo Ramón,Oberá,Misiones
San Martín,San Martín,Oberá,Misiones
Barrio Escuela 461,Panambí,Oberá,Misiones
El Salto,Oberá,Oberá,Misiones
Colonia Polana,Colonia Polana,San Ignacio,Misiones
Corpus,Corpus,San Ignacio,Misiones
Domingo Savio,San Ignacio,San Ignacio,Misiones
General Urquiza,General Urquiza,San Ignacio,Misiones
Gobernador Roca,Gobernador Roca,San Ignacio,Misiones
Helvecia,Hipólito Yrigoyen,San Ignacio,Misiones
Hipólito Yrigoyen,Hipólito Yrigoyen,San Ignacio,Misiones
Oasis,Jardín América,San Ignacio,Misiones
Roca Chica,Gobernador Roca,San Ignacio,Misiones
San Ignacio,San Ignacio,San Ignacio,Misiones
Jardín América,Jardín América,San Ignacio,Misiones
Santo Pipó,Santo Pipó,San Ignacio,Misiones
Barrio Tungoil,Santo Pipó,San Ignacio,Misiones
Florentino Ameghino,Florentino Ameghino,San Javier,Misiones
Itacaruaré,Itacaruaré,San Javier,Misiones
Mojón Grande,Mojón Grande,San Javier,Misiones
